,x,y
0,0.016981936031389495,-0.0006402193637055293
1,0.03403981971945099,-0.0009620644115731357
2,0.0510977034075148,-0.0012839094594310138
3,0.06806122788576896,-0.002001310475472385
4,0.08476238773188093,-0.0038185500371462817
5,0.10118277139271305,-0.006812809796798267
6,0.11743514963123355,-0.010511352133811745
7,0.13357475710678585,-0.014682632091441833
8,0.14969595302920047,-0.018931093701417472
9,0.16579873739850065,-0.023256736963641424
10,0.1818451363863283,-0.027818749036125037
11,0.19790994692729355,-0.032303579456263075
12,0.2139747574682357,-0.03678840987649839
13,0.2300027449029489,-0.041427603601230295
14,0.24599275850930397,-0.04622598448397357
15,0.26190797518104897,-0.05133791582932209
16,0.2777668064713307,-0.056686215984891354
17,0.29360607548641054,-0.06211652164604859
18,0.30940852139522446,-0.06770119061185807
19,0.32511775881630445,-0.07367659169256001
20,0.34075219930278117,-0.07996554323583796
21,0.35642461361759503,-0.08609530762119211
22,0.3722282102484823,-0.09167515273372025
23,0.3880870415387663,-0.09702345288927978
24,0.40392631055384626,-0.10245375855043706
25,0.4196907826343229,-0.10819761467417034
26,0.43532407239873083,-0.11449139007071019
27,0.4508825652285263,-0.12109871592986497
28,0.4663478495705971,-0.12809677390387333
29,0.481700363149746,-0.1355675694983037
30,0.49705287672887183,-0.14303836509283135
31,0.5125181610709426,-0.1500364230668397
32,0.5280018569661279,-0.15695729938859973
33,0.5433359589921392,-0.16450527663537567
34,0.558558440977265,-0.17252116764944797
35,0.5738177460686428,-0.18038269535892643
36,0.5892450565823788,-0.18753994049084885
37,0.6048599347936698,-0.19391089753964674
38,0.6206439691493323,-0.19957274815786014
39,0.6365971596494354,-0.20452549234519732
40,0.6526815324655978,-0.2089283172597668
41,0.6688970875978197,-0.21278122290156867
42,0.6852242627709272,-0.2161662147760742
43,0.7016262348786216,-0.21923765618807176
44,0.7182157746838713,-0.22152280951694472
45,0.7351424760558732,-0.22239457383757996
46,0.7523695158883292,-0.22200731245476585
47,0.7696333788270834,-0.22146568776716336
48,0.7866348771336725,-0.22202390162529062
49,0.8034303961895919,-0.22344558521879077
50,0.820393920667846,-0.2241629862348321
51,0.8378821744103846,-0.22268071015960844
52,0.8561943451556249,-0.21774455514279606
53,0.8752751982441607,-0.20958606614140343
54,0.8947691605561051,-0.1996958138160013
55,0.9145438990533595,-0.18862854129249554
56,0.9345246168012602,-0.17669779903371424
57,0.9545421576554364,-0.1646126934702418
58,0.9745965216158645,-0.1523732246021755
59,0.9951192294591277,-0.1381704474530065
60,1.0160918696319954,-0.12208154367546953
61,1.0368965043826213,-0.10669692247500227
62,1.0571200244875136,-0.09374834717596243
63,1.076762429946672,-0.08323581777835001
64,1.0959744653511214,-0.07452740950480166
65,1.114624948385336,-0.06817304162584761
66,1.132619519838905,-0.06456827011219078
67,1.1501457474098251,-0.06292680687885849
68,1.1676340011523403,-0.061444530803732064
69,1.1855721872245992,-0.058076128099654054
70,1.2042974671932618,-0.05140820975877567
71,1.223640684913933,-0.0421498822117787
72,1.2431714703321364,-0.0321052665817545
73,1.2627206673034774,-0.021983469299384738
74,1.2823446612094984,-0.011548121554117866
75,1.3023622020637204,0.0005369840095491036
76,1.3230920398796666,0.015608054747119423
77,1.3444398154476218,0.033269534690808164
78,1.3658807995033941,0.05132174674973963
79,1.386871851229423,0.0674878321797194
80,1.4072069913752703,0.08090432124634743
81,1.4268678083873343,0.09149403229533272
82,1.4460234584104736,0.09996607175930228
83,1.4648615091422204,0.10710672772128361
84,1.4834935806230651,0.11338391394691931
85,1.5021256521039101,0.1196611001725551
86,1.5209637028356566,0.1268017561345364
87,1.540007732817841,0.1348058818309178
88,1.5588457835493554,0.14194653779192645
89,1.5773650842673483,0.1477509863974319
90,1.5959591819200207,0.1538689854658344
91,1.614571691125831,0.16006416618658256
92,1.6327342680016652,0.16437322027740633
